id,ano_nascimento,nivel_educacao,estado_civil,renda_familiar_anual,num_criancas,num_adolescentes,data_cadastro,total_dias_ultima_compra,reclamacoes_ultimos_2_anos
4211,1986,Ensino Fundamental,Casado,20.425,1,0,29-10-2012,5,0
1135,1960,Mestrado,Casado,17.144,1,1,15-02-2014,96,0
6299,1968,Doutorado,Divorciado,42.564,0,1,02-01-2013,28,0
10846,1978,Mestrado,Casado,43.783,1,0,29-05-2014,22,0
347,1976,Graduação,Divorciado,40.78,0,1,08-09-2012,30,0
6543,1945,Mestrado,Casado,62.847,0,0,15-01-2013,45,0
10446,1957,Doutorado,Casado,82.017,0,0,07-11-2012,58,0
3479,1950,Graduação,Solteiro,16.813,0,0,19-07-2013,49,0
11075,1978,Graduação,Casado,51.267,1,1,29-10-2013,37,0
4442,1961,Graduação,Solteiro,46.524,0,1,05-04-2013,70,0
199,1962,Mestrado,Solteiro,45.183,0,0,20-01-2013,33,0
6722,1954,Doutorado,Casado,70.421,0,1,28-06-2014,98,0
796,1965,Ensino Médio,Divorciado,60.161,0,1,23-10-2012,17,0
3749,1973,Graduação,Casado,73.926,0,0,02-03-2013,54,0
8523,1968,Graduação,Casado,19.329,1,0,14-12-2013,39,0
310,1970,Mestrado,Casado,61.872,0,1,13-12-2013,81,0
8629,1956,Graduação,Viúvo,46.984,1,1,26-03-2013,71,0
236,1951,Graduação,Casado,34.838,1,1,19-01-2013,62,0
9930,1944,Doutorado,Solteiro,82.716,0,0,05-11-2013,8,0
3483,1958,Graduação,Casado,48.192,0,0,06-04-2013,76,0
4599,1976,Mestrado,Casado,49.681,0,2,04-11-2013,66,0
7326,1971,Mestrado,Casado,56.85,0,1,23-03-2014,83,0
7352,1957,Graduação,Casado,55.267,0,1,21-10-2013,28,0
2350,1972,Graduação,Casado,59.666,1,1,22-03-2013,87,0
9145,1972,Graduação,Solteiro,72.504,0,1,06-04-2013,43,0
2964,1981,Graduação,Casado,26.872,0,0,16-10-2013,0,0
5585,1972,Graduação,Solteiro,21.359,1,0,20-04-2013,1,0
9687,1975,Graduação,Solteiro,73.17,0,0,31-05-2014,1,0
3732,1955,Mestrado,Casado,52.75,0,1,04-02-2013,72,0
6303,1986,Doutorado,Casado,91.82,0,0,23-11-2013,72,0
11176,1970,Doutorado,Casado,65.968,0,1,12-05-2014,12,0
2986,1976,Graduação,Casado,30.772,1,1,12-03-2014,89,0
7462,1954,Graduação,Solteiro,22.507,0,0,24-11-2012,67,0
3900,1972,Graduação,Casado,65.685,0,1,29-03-2014,54,0
7034,1978,Ensino Médio,Casado,25.804,1,0,01-09-2013,34,0
9493,1980,Doutorado,Solteiro,76.412,0,0,05-05-2013,15,0
1143,1972,Graduação,Casado,22.063,1,0,08-08-2013,43,0
1,1961,Graduação,Solteiro,57.091,0,0,15-06-2014,0,0
3855,1963,Graduação,Casado,22.419,0,0,18-04-2013,74,0
5536,1959,Graduação,Casado,87.771,0,1,22-05-2013,61,0
5989,1959,Ensino Médio,Divorciado,78.353,0,1,16-04-2013,51,0
9499,1954,Graduação,Casado,93.404,1,2,07-05-2013,97,0
6768,1962,Graduação,Divorciado,37.859,1,2,12-01-2013,75,0
2150,1958,Doutorado,Viúvo,80.995,0,1,11-05-2013,83,0
6646,1984,Graduação,Casado,16.529,1,0,01-03-2014,23,0
4887,1976,Doutorado,Divorciado,55.412,1,1,22-11-2013,65,0
8560,1992,Graduação,Solteiro,48.789,0,0,10-09-2012,94,0
3321,1967,Doutorado,Casado,56.575,0,2,05-05-2013,42,0
11003,1980,Ensino Médio,Casado,25.13,1,0,02-10-2013,10,0
10402,1967,Graduação,Casado,35.441,1,1,14-02-2013,94,0
9904,1956,Graduação,Casado,71.391,0,1,29-03-2013,50,0
6141,1972,Mestrado,Solteiro,49.494,1,0,25-04-2013,46,0
5687,1980,Graduação,Divorciado,81.702,0,0,23-09-2012,98,0
10856,1980,Ensino Médio,Solteiro,45.889,0,1,02-07-2013,42,0
5121,1977,Graduação,Solteiro,56.628,0,1,21-03-2014,30,0
4186,1950,Graduação,Casado,34.026,1,1,05-08-2013,11,0
368,1974,Graduação,Casado,40.049,0,1,29-11-2012,61,0
3312,1988,Graduação,Solteiro,34.176,1,0,12-05-2014,12,0
11121,1981,Graduação,Casado,19.419,1,0,10-11-2012,76,0
5332,1960,Ensino Médio,Casado,82.504,0,0,27-07-2013,2,0
5848,1970,Graduação,Casado,81.205,0,0,13-01-2014,43,0
10343,1991,Ensino Médio,Solteiro,61.618,0,0,29-09-2012,27,0
5935,1956,Mestrado,Solteiro,55.284,0,1,24-12-2012,60,0
2895,1963,Graduação,Solteiro,49.98,0,1,23-10-2013,79,0
10262,1980,Graduação,Casado,15.072,2,0,10-05-2013,96,0
7848,1974,Graduação,Solteiro,49.166,0,1,13-06-2013,17,0
9477,1954,Doutorado,Casado,65.324,0,1,11-01-2014,0,0
4856,1957,Ensino Médio,Casado,82.347,0,0,06-11-2012,38,0
7186,1966,Doutorado,Casado,30.843,1,1,26-05-2014,43,0
5794,1974,Doutorado,Casado,46.374,0,1,17-03-2014,1,0
1456,1979,Graduação,Solteiro,60.474,0,1,01-04-2013,25,0
4877,1973,Mestrado,Casado,38.576,0,1,04-03-2014,2,0
425,1985,Graduação,Casado,55.357,2,0,19-02-2013,66,0
3007,1966,Graduação,Casado,37.758,1,1,04-10-2012,49,0
1031,1989,Ensino Médio,Casado,85.71,0,0,05-05-2013,5,0
4297,1969,Graduação,Casado,23.228,1,0,26-01-2014,71,0
807,1969,Mestrado,Casado,44.602,1,1,15-02-2014,35,0
9553,1987,Graduação,Casado,7.5,0,0,09-01-2013,94,0
4271,1989,Ensino Médio,Casado,38.683,1,0,04-10-2012,80,0
4120,1975,Ensino Médio,Solteiro,49.514,1,0,17-12-2013,61,0
2036,1973,Doutorado,Casado,57.906,0,1,11-06-2013,29,0
115,1966,Mestrado,Solteiro,43.456,0,1,26-03-2013,0,0
4259,1986,Mestrado,Solteiro,19.485,2,0,24-09-2013,80,0
8687,1978,Graduação,Casado,53.172,0,1,06-05-2013,54,0
2447,1979,Graduação,Casado,30.545,1,0,17-10-2012,71,0
10140,1983,Doutorado,Casado,70.123,0,0,28-09-2013,27,0
9353,1959,Graduação,Solteiro,62.45,0,1,06-01-2014,61,0
3623,1976,Graduação,Casado,21.675,1,0,11-06-2014,55,0
738,1981,Ensino Médio,Solteiro,42.395,1,1,04-04-2014,35,0
7631,1978,Mestrado,Casado,61.346,1,0,06-10-2013,34,0
4789,1953,Graduação,Casado,80.812,0,0,17-09-2013,95,0
773,1971,Mestrado,Divorciado,42.835,1,1,30-06-2013,64,0
10602,1983,Graduação,Casado,39.922,1,0,14-02-2013,30,0
1446,1956,Mestrado,Solteiro,86.424,0,0,05-04-2014,12,0
3270,1978,Ensino Médio,Casado,17.117,1,0,17-01-2013,96,0
8443,1972,Graduação,Solteiro,24.762,1,0,10-02-2014,16,0
9653,1975,Graduação,Casado,35.797,0,1,16-10-2012,16,0
8916,1975,Graduação,Divorciado,36.627,2,0,23-07-2013,78,0
8017,1981,Ensino Médio,Casado,51.111,1,1,19-06-2014,83,0
5830,1972,Doutorado,Solteiro,86.857,0,0,12-09-2012,96,0
4597,1970,Doutorado,Casado,82.072,0,0,02-07-2013,67,0
7023,1953,Doutorado,Solteiro,46.231,2,1,26-11-2012,87,0
8086,1959,Graduação,Casado,42.243,1,1,11-12-2013,34,0
8825,1962,Graduação,Casado,51.195,1,1,01-04-2013,46,0
2930,1978,Mestrado,Solteiro,68.092,0,0,16-12-2013,7,0
1928,1973,Graduação,Casado,31.814,1,0,09-02-2013,73,0
7108,1965,Mestrado,Viúvo,51.39,1,1,08-09-2012,54,0
10925,1983,Graduação,Casado,76.63,0,0,14-01-2014,93,0
9960,1991,Ensino Fundamental,Solteiro,26.868,1,0,30-04-2014,52,0
8800,1943,Doutorado,Divorciado,48.948,0,0,01-02-2013,53,0
9224,1972,Doutorado,Solteiro,55.26,0,1,12-12-2012,81,0
5519,1956,Graduação,Casado,64.09,0,1,07-08-2013,8,0
5046,1958,Graduação,Divorciado,78.331,0,1,23-01-2014,97,0
7037,1974,Doutorado,Casado,37.087,1,0,11-08-2013,50,0
905,1986,Graduação,Divorciado,21.846,1,0,22-10-2013,38,0
8624,1958,Graduação,Casado,81.32,0,0,06-02-2013,61,0
8945,1970,Graduação,Divorciado,54.137,0,1,16-08-2013,46,0
6445,1967,Graduação,Casado,66.825,0,0,14-07-2013,73,0
2727,1973,Graduação,Casado,57.1,0,0,04-12-2013,19,0
6404,1969,Graduação,Casado,58.917,1,2,24-03-2013,10,0
11074,1977,Graduação,Solteiro,85.072,0,0,09-04-2014,94,0
10150,1961,Graduação,Solteiro,86.429,0,0,21-11-2013,10,0
1968,1971,Graduação,Viúvo,45.684,1,0,02-12-2013,37,0
6534,1974,Graduação,Casado,47.889,1,0,04-01-2014,94,0
9485,1986,Doutorado,Casado,45.921,0,0,10-03-2014,23,0
7053,1966,Doutorado,Solteiro,78.42,0,0,29-06-2013,75,0
4654,1992,Graduação,Casado,75.114,0,0,07-11-2013,40,0
9760,1963,Doutorado,Viúvo,52.278,0,1,25-01-2013,24,0
1048,1972,Mestrado,Casado,35.641,1,0,14-07-2013,11,0
10619,1994,Graduação,Solteiro,95.529,0,0,03-12-2012,29,0
9308,1954,Graduação,Casado,62.82,0,0,11-05-2013,51,0
10505,1960,Mestrado,Casado,73.113,0,0,26-12-2013,86,0
8362,1982,Doutorado,Casado,84.169,0,0,07-08-2013,9,0
2625,1954,Ensino Médio,Solteiro,42.607,0,1,17-11-2013,30,0
4637,1954,Doutorado,Solteiro,74.637,0,0,18-05-2013,73,0
9972,1955,Doutorado,Casado,46.015,1,1,13-04-2014,25,0
4483,1993,Graduação,Solteiro,72.354,0,0,17-04-2013,67,0
4487,1969,Mestrado,Solteiro,39.858,1,0,24-01-2013,67,0
4988,1948,Doutorado,Casado,34.469,1,1,04-05-2014,58,0
8931,1986,Graduação,Casado,83.033,1,0,18-05-2014,82,0
5871,1979,Mestrado,Casado,24.401,0,0,31-08-2012,98,0
2008,1978,Graduação,Casado,77.583,0,0,10-02-2014,93,0
3139,1982,Ensino Médio,Solteiro,74.116,0,0,30-12-2013,53,0
10037,1993,Graduação,Solteiro,74.293,0,0,04-05-2014,66,0
10673,1976,Doutorado,Casado,68.397,0,1,17-11-2013,6,0
5303,1974,Doutorado,Casado,79.632,0,0,08-04-2014,42,0
538,1989,Graduação,Solteiro,46.107,1,0,10-02-2014,78,0
7922,1951,Doutorado,Solteiro,64.95,0,1,12-08-2012,29,0
5692,1989,Ensino Fundamental,Casado,25.443,1,0,22-12-2012,82,0
4843,1952,Graduação,Solteiro,75.127,0,0,22-05-2014,92,0
6383,1971,Doutorado,Casado,32.892,1,0,25-05-2014,78,0
1628,1971,Graduação,Casado,71.796,0,0,24-10-2013,54,0
1204,1970,Doutorado,Casado,67.536,0,1,22-05-2013,45,0
3673,1971,Graduação,Solteiro,55.239,0,1,14-07-2013,59,0
760,1975,Doutorado,Divorciado,60.554,1,0,09-08-2013,8,0
8957,1952,Ensino Médio,Solteiro,64.831,1,1,10-06-2013,51,0
4128,1962,Doutorado,Casado,56.067,0,1,20-07-2013,51,0
6810,1983,Graduação,Divorciado,82.025,0,0,28-05-2013,76,0
5386,1953,Graduação,Casado,94.384,0,0,04-03-2013,62,0
8700,1986,Ensino Fundamental,Solteiro,14.906,0,0,22-12-2012,86,0
3202,1987,Doutorado,Casado,51.563,0,0,01-10-2012,60,0
1328,1982,Ensino Médio,Casado,57.937,0,1,16-02-2014,56,0
8405,1979,Graduação,Divorciado,68.274,1,1,30-09-2013,83,0
6515,1977,Graduação,Casado,39.771,1,0,06-12-2013,92,0
2882,1975,Ensino Médio,Divorciado,67.893,0,1,01-10-2012,31,0
7574,1979,Doutorado,Casado,27.922,1,0,10-05-2014,80,0
6387,1976,Doutorado,Casado,52.19,1,1,08-05-2014,39,0
5320,1973,Mestrado,Divorciado,44.051,1,1,29-01-2013,20,0
5048,1971,Doutorado,Solteiro,42.767,2,0,11-05-2013,53,0
8146,1976,Mestrado,Casado,46.106,1,1,11-05-2014,84,0
10031,1976,Doutorado,Casado,16.927,1,1,10-02-2013,50,0
5748,1965,Graduação,Casado,59.754,0,1,01-12-2012,96,0
2134,1952,Graduação,Solteiro,53.7,0,1,17-08-2012,94,0
1523,1973,Graduação,Casado,59.041,1,1,07-05-2014,25,0
9665,1957,Doutorado,Divorciado,54.237,0,1,27-04-2013,48,0
4640,1967,Graduação,Divorciado,70.647,0,1,21-09-2012,65,0
3635,1962,Doutorado,Solteiro,52.597,0,1,07-05-2014,69,0
3547,1969,Mestrado,Casado,41.021,1,0,30-12-2012,12,0
2456,1975,Doutorado,Casado,40.233,0,1,14-10-2013,84,0
5633,1980,Graduação,Casado,50.183,1,1,25-06-2014,47,0
7801,1959,Graduação,Casado,54.753,0,1,12-09-2013,87,0
10489,1973,Graduação,Casado,92.955,0,0,19-08-2013,35,0
7011,1973,Graduação,Casado,33.471,1,0,12-10-2012,47,0
2620,1974,Doutorado,Casado,34.596,1,0,13-04-2013,48,0
3933,1980,Graduação,Casado,44.01,1,0,13-10-2012,46,0
10981,1988,Graduação,Casado,84.219,0,0,02-02-2014,27,0
1734,1968,Doutorado,Casado,40.706,2,1,17-01-2013,37,0
10995,1988,Ensino Médio,Casado,15.716,1,0,12-11-2012,8,1
6357,1959,Ensino Médio,Divorciado,59.052,0,1,17-11-2013,29,0
9209,1971,Mestrado,Casado,80.573,0,0,14-10-2012,85,0
10286,1962,Graduação,Casado,83.715,0,0,03-02-2014,2,0
2611,1959,Mestrado,Casado,82.576,0,0,01-08-2012,66,0
1600,1965,Mestrado,Casado,56.962,2,1,11-10-2013,60,0
3308,1952,Graduação,Casado,35.704,1,1,03-01-2014,54,0
5407,1954,Graduação,Casado,53.103,0,1,12-09-2013,70,0
2166,1960,Ensino Médio,Viúvo,46.779,1,1,12-07-2013,55,0
3955,1965,Graduação,Divorciado,4.861,0,0,22-06-2014,20,0
6634,1979,Mestrado,Divorciado,33.462,1,0,07-08-2013,78,0
3056,1978,Graduação,Divorciado,63.693,0,1,14-10-2013,63,0
5718,1950,Graduação,Casado,80.763,0,0,15-08-2013,17,0
6872,1974,Doutorado,Casado,65.352,0,1,21-08-2013,43,0
8164,1978,Doutorado,Casado,82.17,0,0,25-11-2013,13,0
4580,1969,Graduação,Casado,75.759,0,0,25-10-2013,46,0
9305,1976,Ensino Médio,Solteiro,79.689,0,0,12-05-2013,65,0
453,1956,Doutorado,Viúvo,35.34,1,1,29-06-2014,1,0
8545,1954,Graduação,Divorciado,85.683,0,0,21-03-2014,6,0
9850,1972,Ensino Médio,Casado,24.884,1,0,29-11-2012,32,0
7378,1981,Mestrado,Casado,42.021,1,0,31-08-2012,34,0
7646,1989,Graduação,Solteiro,64.449,1,0,18-02-2014,70,0
1640,1954,Graduação,Divorciado,64.587,1,1,22-06-2014,49,0
5184,1995,Graduação,Solteiro,34.824,0,0,26-03-2014,65,0
8492,1978,Graduação,Casado,75.437,0,0,09-11-2013,25,0
11188,1957,Graduação,Casado,26.091,1,1,25-02-2014,84,0
1212,1973,Graduação,Casado,52.845,1,0,13-08-2013,7,0
9097,1956,Graduação,Divorciado,46.086,0,1,03-11-2013,34,0
10473,1956,Doutorado,Viúvo,78.028,0,1,10-09-2012,38,0
7962,1987,Doutorado,Solteiro,95.169,0,0,09-10-2013,1,0
9984,1981,Ensino Médio,Casado,56.337,1,1,27-03-2013,25,0
5527,1987,Graduação,Casado,22.434,1,0,13-02-2013,25,0
6374,1954,Doutorado,Casado,36.93,0,1,17-05-2013,50,0
7453,1954,Graduação,Solteiro,36.13,0,1,02-02-2013,46,0
8952,1953,Mestrado,Casado,65.569,0,1,05-11-2012,96,0
241,1952,Graduação,Casado,83.844,0,0,12-05-2013,57,0
8975,1968,Graduação,Casado,19.514,1,1,26-01-2014,47,0
6119,1963,Doutorado,Solteiro,36.736,1,1,10-05-2013,52,0
5236,1979,Graduação,Casado,77.568,0,1,25-08-2012,30,0
5723,1976,Doutorado,Casado,49.187,0,1,11-01-2014,63,0
1710,1978,Graduação,Solteiro,30.168,1,0,07-03-2013,51,0
1970,1968,Mestrado,Casado,34.053,0,1,10-09-2012,14,0
5313,1971,Mestrado,Casado,38.196,1,1,18-04-2014,20,0
10634,1951,Mestrado,Casado,59.412,0,0,19-04-2014,56,0
7010,1965,Ensino Médio,Casado,70.924,0,0,07-04-2014,41,0
8562,1969,Graduação,Casado,54.165,0,0,28-05-2013,72,0
3158,1973,Graduação,Casado,32.3,1,0,03-01-2013,1,0
4436,1976,Graduação,Solteiro,20.18,0,0,20-02-2013,27,0
5287,1973,Graduação,Casado,34.961,1,0,19-06-2014,77,0
2445,1974,Doutorado,Casado,28.44,1,0,07-07-2013,87,0
6059,1953,Doutorado,Casado,64.504,1,2,04-03-2013,81,0
4550,1966,Mestrado,Casado,33.564,0,1,24-06-2014,51,0
4240,1978,Graduação,Casado,17.345,1,0,03-11-2012,79,0
8911,1967,Doutorado,Casado,56.32,0,1,08-04-2013,11,0
3706,1978,Graduação,Solteiro,28.647,1,0,21-08-2013,54,0
3628,1987,Ensino Fundamental,Solteiro,15.038,1,0,29-01-2013,93,0
10175,1958,Doutorado,Divorciado,32.173,0,1,01-08-2013,0,0
8985,1964,Ensino Médio,Casado,68.316,0,1,04-11-2012,54,0
5204,1971,Graduação,Casado,74.538,0,0,29-06-2013,21,0
9220,1971,Graduação,Solteiro,91.7,0,0,17-01-2013,58,0
9888,1969,Graduação,Casado,68.695,0,0,25-06-2014,3,0
5263,1977,Ensino Médio,Casado,31.056,1,0,22-01-2013,99,0
1020,1973,Graduação,Casado,79.593,0,0,12-05-2014,70,0
9503,1980,Graduação,Solteiro,28.071,0,0,29-08-2012,65,0
10613,1958,Doutorado,Casado,37.334,1,1,26-02-2014,44,0
67,1972,Mestrado,Solteiro,46.423,1,1,18-09-2013,6,0
6019,1971,Doutorado,Casado,37.126,1,0,30-03-2014,9,0
5863,1953,Graduação,Casado,47.703,0,1,29-05-2013,95,0
3717,1959,Graduação,Casado,61.18,0,1,23-04-2014,70,0
6730,1954,Graduação,Casado,38.998,1,1,03-11-2012,92,1
10749,1991,Graduação,Solteiro,8.028,0,0,18-09-2012,62,0
4998,1962,Graduação,Casado,76.081,0,0,23-05-2014,85,0
6287,1986,Graduação,Casado,34.728,1,0,30-07-2013,2,0
5985,1965,Mestrado,Solteiro,33.168,0,1,13-10-2012,0,0
4754,1966,Mestrado,Casado,33.585,0,1,25-09-2013,91,0
4002,1960,Doutorado,Casado,77.037,0,1,13-10-2013,3,0
8870,1984,Graduação,Casado,35.196,1,0,13-11-2012,68,0
966,1966,Graduação,Casado,44.529,0,1,05-07-2013,98,0
4767,1965,Ensino Médio,Casado,70.924,0,0,07-04-2014,41,0
9725,1966,Doutorado,Casado,28.764,1,1,05-06-2014,16,0
4475,1949,Doutorado,Casado,69.098,0,0,16-02-2013,82,0
5740,1970,Ensino Médio,Divorciado,25.959,1,1,14-02-2013,1,0
5731,1983,Mestrado,Casado,27.1,1,0,05-04-2013,64,0
7290,1985,Graduação,Solteiro,70.596,0,0,05-10-2012,68,0
3846,1974,Graduação,Casado,42.557,0,1,29-08-2012,98,0
8104,1951,Doutorado,Casado,53.312,0,0,09-08-2013,32,0
4507,1952,Graduação,Solteiro,72.228,0,0,27-11-2012,87,0
11013,1987,Graduação,Casado,67.605,0,0,31-03-2013,84,0
4491,1949,Mestrado,Casado,62.845,1,1,01-10-2012,3,0
3759,1958,Graduação,Casado,65.196,0,2,25-07-2013,34,0
1162,1987,Doutorado,Solteiro,42.0,0,0,10-01-2013,23,0
2055,1973,Doutorado,Divorciado,35.86,1,1,19-05-2014,37,0
10766,1964,Doutorado,Casado,65.526,0,1,11-04-2014,22,0
4415,1961,Graduação,Casado,16.86,1,1,12-09-2012,19,0
3005,1992,Graduação,Solteiro,83.528,0,0,01-05-2014,7,0
2223,1965,Ensino Médio,Divorciado,64.176,0,1,03-08-2012,52,0
4817,1956,Graduação,Divorciado,22.304,0,0,04-08-2012,91,0
2875,1978,Graduação,Casado,67.023,0,0,04-03-2014,93,1
10536,1971,Doutorado,Casado,32.892,1,0,25-05-2014,78,0
11112,1966,Graduação,Casado,70.713,0,1,03-12-2012,23,0
3807,1955,Graduação,Casado,59.925,0,1,30-11-2012,83,0
9197,1953,Graduação,Casado,39.722,0,1,24-02-2014,92,0
10832,1958,Graduação,Casado,46.61,0,0,18-07-2013,4,0
6421,1961,Graduação,Casado,88.347,0,0,03-07-2013,32,0
4207,1981,Doutorado,Casado,87.171,0,0,01-05-2013,27,0
577,1976,Ensino Médio,Casado,26.907,1,1,20-08-2013,10,0
10855,1968,Mestrado,Solteiro,50.014,1,0,22-01-2014,9,0
3081,1978,Doutorado,Casado,41.014,1,0,22-04-2013,65,0
3535,1965,Graduação,Solteiro,66.294,0,0,17-03-2014,68,0
247,1971,Graduação,Casado,36.715,1,0,17-11-2012,16,0
8707,1956,Graduação,Casado,79.456,0,0,22-08-2012,12,0
9523,1982,Graduação,Casado,40.479,1,0,17-08-2013,95,0
6072,1970,Mestrado,Solteiro,75.345,0,0,02-02-2013,16,0
6295,1977,Graduação,Casado,54.233,0,1,04-02-2013,46,0
10914,1970,Graduação,Solteiro,24.163,1,1,12-10-2013,3,0
1509,1958,Doutorado,Casado,84.46,0,0,04-01-2013,80,0
5577,1983,Graduação,Casado,43.776,1,0,03-05-2014,77,0
7348,1958,Doutorado,Solteiro,71.691,0,0,17-03-2014,0,0
1127,1973,Doutorado,Casado,85.844,0,0,29-05-2014,62,0
1833,1974,Doutorado,Solteiro,39.19,1,0,26-04-2014,91,0
4944,1959,Graduação,Casado,71.367,0,0,23-08-2013,24,0
9080,1972,Doutorado,Solteiro,38.578,1,1,22-06-2013,2,0
6466,1965,Doutorado,Casado,57.236,1,1,12-03-2014,22,0
9964,1979,Graduação,Solteiro,61.825,0,1,07-08-2013,56,0
4790,1958,Graduação,Divorciado,79.803,0,1,02-06-2014,54,0
10245,1986,Ensino Médio,Solteiro,80.91,0,0,31-10-2012,71,0
1109,1982,Mestrado,Casado,27.59,1,0,23-04-2013,38,0
6001,1979,Graduação,Casado,56.775,0,1,02-01-2013,62,0
5538,1975,Graduação,Divorciado,83.829,0,0,08-10-2013,78,0
10552,1979,Ensino Médio,Casado,54.21,0,1,20-05-2013,18,0
1545,1986,Graduação,Casado,38.508,1,0,02-08-2013,95,0
7409,1970,Graduação,Casado,53.187,1,0,26-10-2013,66,0
4444,1972,Graduação,Casado,30.023,1,0,24-03-2014,28,0
146,1960,Doutorado,Solteiro,76.045,0,0,15-11-2013,78,0
6271,1952,Doutorado,Casado,50.87,0,1,19-06-2014,13,0
10065,1970,Ensino Médio,Casado,15.315,0,0,03-08-2013,27,0
4741,1974,Ensino Médio,Casado,65.463,1,0,30-01-2014,17,0
246,1965,Graduação,Casado,66.48,1,1,31-05-2014,71,0
375,1954,Graduação,Divorciado,76.773,0,0,25-02-2013,79,0
1524,1983,Ensino Médio,Solteiro,81.698,0,0,01-03-2013,1,0
10022,1973,Doutorado,Solteiro,54.466,1,1,09-02-2014,78,0
7451,1960,Mestrado,Solteiro,98.777,0,0,17-02-2014,23,0
11010,1984,Doutorado,Solteiro,16.269,1,0,30-08-2013,75,0
4356,1971,Graduação,Casado,71.819,0,1,28-08-2013,70,0
3885,1983,Doutorado,Casado,33.569,1,0,16-10-2013,10,0
1175,1983,Mestrado,Casado,36.262,0,0,20-09-2013,24,0
880,1966,Ensino Fundamental,Casado,22.634,0,0,16-01-2013,47,0
2320,1978,Ensino Médio,Casado,47.025,0,1,12-09-2013,98,0
850,1968,Graduação,Solteiro,70.566,0,1,06-10-2013,4,0
4713,1979,Doutorado,Casado,31.605,1,0,22-11-2012,15,0
675,1973,Mestrado,Divorciado,52.034,1,1,17-05-2013,67,0
5025,1979,Graduação,Solteiro,48.526,1,0,24-12-2013,32,0
2308,1954,Graduação,Casado,46.734,0,1,18-11-2012,40,0
5995,1962,Graduação,Divorciado,39.552,1,1,18-12-2012,54,0
6749,1966,Graduação,Solteiro,86.358,1,1,08-08-2012,78,0
1010,1977,Graduação,Casado,46.931,2,1,24-04-2014,94,0
8977,1985,Ensino Fundamental,Solteiro,16.581,0,0,12-01-2013,51,0
4756,1952,Ensino Médio,Divorciado,63.998,0,0,20-12-2013,42,0
3412,1951,Mestrado,Casado,67.381,0,1,15-01-2013,67,0
606,1967,Graduação,Solteiro,25.93,1,1,10-10-2013,87,0
5961,1978,Graduação,Casado,42.693,1,0,07-06-2014,29,0
2975,1976,Graduação,Casado,85.606,0,1,12-11-2012,89,0
2894,1985,Graduação,Solteiro,72.903,0,0,29-10-2013,74,0
7613,1974,Ensino Médio,Casado,49.669,1,0,24-05-2014,97,0
10542,1968,Doutorado,Casado,36.778,1,1,05-08-2012,63,0
8015,1962,Doutorado,Divorciado,85.696,0,0,03-05-2013,88,0
10617,1989,Mestrado,Divorciado,10.979,0,0,22-05-2014,34,0
11166,1961,Graduação,Casado,49.678,0,1,02-02-2013,81,0
849,1953,Mestrado,Casado,56.129,0,1,20-06-2013,65,0
523,1989,Graduação,Casado,37.155,1,0,31-01-2013,51,0
4066,1978,Ensino Médio,Divorciado,21.282,1,0,11-05-2014,76,0
8414,1962,Doutorado,Solteiro,33.419,0,1,17-08-2013,76,0
819,1945,Graduação,Viúvo,63.285,0,0,05-11-2013,84,0
4961,1974,Mestrado,Casado,21.255,1,0,21-01-2014,56,0
749,1981,Graduação,Casado,42.162,1,0,19-11-2013,31,0
5430,1956,Graduação,Casado,54.45,1,1,14-09-2012,0,0
7755,1954,Doutorado,Casado,57.744,0,1,12-11-2013,91,0
10525,1986,Graduação,Solteiro,26.576,1,0,13-10-2012,40,0
1453,1943,Doutorado,Viúvo,57.513,0,0,06-07-2013,59,0
8310,1964,Graduação,Casado,68.142,0,1,29-08-2012,96,0
10710,1979,Graduação,Casado,7.5,0,1,29-08-2012,61,0
5031,1974,Graduação,Casado,83.145,0,0,22-09-2012,14,0
2613,1960,Mestrado,Casado,54.197,0,1,03-04-2014,16,0
213,1963,Doutorado,Solteiro,23.091,1,1,28-05-2014,98,0
967,1976,Graduação,Casado,46.049,1,1,21-07-2013,11,0
1077,1974,Graduação,Casado,56.715,0,0,05-12-2012,52,0
7959,1961,Graduação,Casado,79.41,0,0,29-05-2014,19,0
640,1951,Graduação,Casado,57.304,0,1,11-03-2013,61,0
4252,1965,Graduação,Casado,44.375,0,1,23-03-2014,73,0
8432,1956,Graduação,Casado,54.45,1,1,14-09-2012,0,0
6218,1965,Graduação,Casado,59.594,0,1,20-10-2012,74,0
6905,1994,Graduação,Casado,80.685,0,0,22-08-2012,55,0
5922,1974,Doutorado,Casado,40.344,0,1,13-10-2013,48,0
3598,1972,Graduação,Casado,62.71,0,1,23-05-2013,53,0
6116,1968,Ensino Médio,Casado,48.985,0,1,05-07-2013,13,0
6263,1968,Graduação,Casado,35.322,1,2,22-08-2012,34,0
10486,1948,Graduação,Casado,77.142,0,0,29-05-2013,54,0
2410,1969,Graduação,Solteiro,81.657,0,0,22-01-2014,69,0
193,1996,Ensino Fundamental,Casado,14.421,0,0,17-02-2014,81,0
3363,1974,Ensino Médio,Casado,20.13,0,0,17-03-2014,99,0
8278,1990,Doutorado,Casado,74.214,0,0,26-08-2012,3,0
10660,1957,Mestrado,Casado,66.726,1,1,12-01-2014,61,0
8686,1979,Ensino Fundamental,Casado,23.724,1,0,08-01-2013,65,0
1604,1960,Mestrado,Casado,47.353,0,1,13-11-2013,93,0
5907,1952,Mestrado,Casado,33.444,1,1,03-11-2012,24,0
